"state","city","datePosted","LMT_jobsPosted"
"MN","st.+paul",2020-08-02,1
"MN","st.+paul",2020-08-03,1
"MN","st.+paul",2020-08-04,3
"MN","st.+paul",2020-08-05,3
"MN","st.+paul",2020-08-07,4
"MN","st.+paul",2020-08-08,2
"MN","st.+paul",2020-08-10,1
"MN","st.+paul",2020-08-14,1
"MN","st.+paul",2020-08-16,1
"MN","woodbury",2020-06-22,1
"MN","woodbury",2020-06-23,1
"MN","woodbury",2020-06-25,1
"MN","woodbury",2020-06-28,2
"MN","woodbury",2020-06-30,2
"MN","woodbury",2020-07-01,1
"MN","woodbury",2020-07-06,1
"MN","woodbury",2020-07-07,2
"MN","woodbury",2020-07-11,1
"MN","woodbury",2020-07-13,3
"MN","woodbury",2020-07-14,6
"MN","woodbury",2020-07-16,5
"MN","woodbury",2020-07-17,2
"MN","woodbury",2020-07-20,2
"MN","woodbury",2020-07-21,1
"MN","woodbury",2020-07-22,3
"MN","woodbury",2020-07-23,5
"MN","woodbury",2020-07-25,3
"MN","woodbury",2020-07-28,3
"MN","woodbury",2020-07-30,3
"MN","woodbury",2020-08-01,1
"MN","woodbury",2020-08-03,1
"MN","woodbury",2020-08-04,4
"MN","woodbury",2020-08-05,4
"MN","woodbury",2020-08-07,2
"MN","woodbury",2020-08-10,1
"MN","woodbury",2020-08-16,1
"MO","columbia",2020-06-29,2
"MO","columbia",2020-07-15,12
"MO","columbia",2020-08-12,1
"MO","independence",2020-06-25,1
"MO","independence",2020-06-26,1
"MO","independence",2020-06-29,1
"MO","independence",2020-06-30,1
"MO","independence",2020-07-01,2
"MO","independence",2020-07-03,4
"MO","independence",2020-07-04,2
"MO","independence",2020-07-07,3
"MO","independence",2020-07-08,4
"MO","independence",2020-07-09,2
"MO","independence",2020-07-13,1
"MO","independence",2020-07-15,4
"MO","independence",2020-07-18,4
"MO","independence",2020-07-20,3
"MO","independence",2020-07-22,4
"MO","independence",2020-07-24,4
"MO","independence",2020-07-25,4
"MO","independence",2020-07-26,1
"MO","independence",2020-08-01,2
"MO","independence",2020-08-03,3
"MO","independence",2020-08-04,2
"MO","independence",2020-08-06,5
"MO","independence",2020-08-07,2
"MO","independence",2020-08-08,3
"MO","independence",2020-08-09,1
"MO","independence",2020-08-16,1
"MO","independence",2020-08-17,3
"MO","kansas+city",2020-06-25,1
"MO","kansas+city",2020-06-26,1
"MO","kansas+city",2020-06-29,1
"MO","kansas+city",2020-06-30,1
"MO","kansas+city",2020-07-01,2
"MO","kansas+city",2020-07-03,4
"MO","kansas+city",2020-07-04,2
"MO","kansas+city",2020-07-07,3
"MO","kansas+city",2020-07-08,4
"MO","kansas+city",2020-07-09,2
"MO","kansas+city",2020-07-13,1
"MO","kansas+city",2020-07-15,4
"MO","kansas+city",2020-07-18,4
"MO","kansas+city",2020-07-20,2
"MO","kansas+city",2020-07-22,4
"MO","kansas+city",2020-07-24,4
"MO","kansas+city",2020-07-25,3
"MO","kansas+city",2020-07-26,1
"MO","kansas+city",2020-08-01,1
"MO","kansas+city",2020-08-03,3
"MO","kansas+city",2020-08-04,2
"MO","kansas+city",2020-08-06,5
"MO","kansas+city",2020-08-07,2
"MO","kansas+city",2020-08-08,5
"MO","kansas+city",2020-08-09,1
"MO","kansas+city",2020-08-16,1
"MO","kansas+city",2020-08-17,2
"MO","lee's+summit",2020-06-25,1
"MO","lee's+summit",2020-06-29,1
"MO","lee's+summit",2020-06-30,1
"MO","lee's+summit",2020-07-03,4
"MO","lee's+summit",2020-07-04,2
"MO","lee's+summit",2020-07-07,4
"MO","lee's+summit",2020-07-08,1
"MO","lee's+summit",2020-07-09,2
"MO","lee's+summit",2020-07-13,3
"MO","lee's+summit",2020-07-15,4
"MO","lee's+summit",2020-07-18,4
"MO","lee's+summit",2020-07-20,3
"MO","lee's+summit",2020-07-22,4
"MO","lee's+summit",2020-07-24,4
"MO","lee's+summit",2020-07-25,4
"MO","lee's+summit",2020-07-26,1
"MO","lee's+summit",2020-07-30,1
"MO","lee's+summit",2020-08-03,1
"MO","lee's+summit",2020-08-04,2
"MO","lee's+summit",2020-08-06,7
"MO","lee's+summit",2020-08-07,2
"MO","lee's+summit",2020-08-08,6
"MO","lee's+summit",2020-08-09,1
"MO","lee's+summit",2020-08-14,1
"MO","lee's+summit",2020-08-16,1
"MO","lee's+summit",2020-08-17,3
"MO","o'fallon",2020-06-26,1
"MO","o'fallon",2020-07-02,3
"MO","o'fallon",2020-07-15,7
"MO","o'fallon",2020-07-16,1
"MO","o'fallon",2020-07-27,4
"MO","o'fallon",2020-07-29,6
"MO","o'fallon",2020-08-06,2
"MO","o'fallon",2020-08-07,2
"MO","o'fallon",2020-08-08,2
"MO","o'fallon",2020-08-11,1
"MO","springfield",2020-07-15,1
"MO","springfield",2020-08-04,2
"MO","springfield",2020-08-05,2
"MO","springfield",2020-08-06,2
"MO","springfield",2020-08-13,1
"MO","st.+charles",2020-06-26,2
"MO","st.+charles",2020-07-01,1
"MO","st.+charles",2020-07-02,9
"MO","st.+charles",2020-07-10,1
"MO","st.+charles",2020-07-11,5
"MO","st.+charles",2020-07-15,8
"MO","st.+charles",2020-07-22,12
"MO","st.+charles",2020-07-24,3
"MO","st.+charles",2020-07-27,4
"MO","st.+charles",2020-07-28,3
"MO","st.+charles",2020-07-29,6
"MO","st.+charles",2020-08-01,3
"MO","st.+charles",2020-08-06,2
"MO","st.+charles",2020-08-07,2
"MO","st.+charles",2020-08-08,2
"MO","st.+charles",2020-08-10,2
"MO","st.+charles",2020-08-11,1
"MO","st.+joseph",2020-07-03,2
"MO","st.+joseph",2020-07-04,2
"MO","st.+joseph",2020-08-13,1
"MO","st.+louis",2020-06-26,1
"MO","st.+louis",2020-07-01,1
"MO","st.+louis",2020-07-02,9
"MO","st.+louis",2020-07-10,1
"MO","st.+louis",2020-07-11,5
"MO","st.+louis",2020-07-13,1
"MO","st.+louis",2020-07-14,1
"MO","st.+louis",2020-07-16,2
"MO","st.+louis",2020-07-17,3
"MO","st.+louis",2020-07-18,3
"MO","st.+louis",2020-07-22,12
"MO","st.+louis",2020-07-24,3
"MO","st.+louis",2020-07-27,4
"MO","st.+louis",2020-07-28,3
"MO","st.+louis",2020-08-01,3
"MO","st.+louis",2020-08-06,2
"MO","st.+louis",2020-08-08,2
"MO","st.+louis",2020-08-10,2
"MO","st.+louis",2020-08-11,1
"MO","st.+louis",2020-08-14,1
"MO","st.+peters",2020-06-26,2
"MO","st.+peters",2020-07-01,1
"MO","st.+peters",2020-07-02,5
"MO","st.+peters",2020-07-15,8
"MO","st.+peters",2020-07-24,3
"MO","st.+peters",2020-07-27,4
"MO","st.+peters",2020-07-28,3
"MO","st.+peters",2020-07-29,6
"MO","st.+peters",2020-08-06,2
"MO","st.+peters",2020-08-07,2
"MO","st.+peters",2020-08-08,2
"MO","st.+peters",2020-08-10,1
"MO","st.+peters",2020-08-11,1
"MS","biloxi",2020-08-06,1
"MS","hattiesburg",2020-07-28,2
"MS","hattiesburg",2020-08-12,1
"MS","horn+lake",2020-07-17,4
"MS","horn+lake",2020-07-20,2
"MS","horn+lake",2020-07-22,1
"MS","horn+lake",2020-07-23,3
"MS","horn+lake",2020-07-24,2
"MS","horn+lake",2020-07-25,2
"MS","horn+lake",2020-07-28,3
"MS","horn+lake",2020-08-13,1
"MS","jackson",2020-07-01,1
"MS","jackson",2020-07-02,1
"MS","jackson",2020-07-08,1
"MS","jackson",2020-07-09,2
"MS","meridian",2020-06-25,1
"MS","meridian",2020-08-14,1
"MS","olive+branch",2020-07-17,4
"MS","olive+branch",2020-07-20,1
"MS","olive+branch",2020-07-22,1
"MS","olive+branch",2020-07-23,3
"MS","olive+branch",2020-07-24,2
"MS","olive+branch",2020-07-25,2
"MS","olive+branch",2020-07-28,3
"MS","olive+branch",2020-08-13,1
"MS","southaven",2020-07-17,4
"MS","southaven",2020-07-22,1
"MS","southaven",2020-07-23,3
"MS","southaven",2020-07-24,2
"MS","southaven",2020-07-25,2
"MS","southaven",2020-07-28,3
"MS","southaven",2020-08-13,1
"MT","billings",2020-07-21,2
"MT","bozeman",2020-07-08,3
"MT","bozeman",2020-08-06,2
"MT","kalispell",2020-08-03,2
"MT","missoula",2020-06-30,1
"MT","missoula",2020-07-01,2
"MT","missoula",2020-07-02,1
"MT","missoula",2020-08-02,2
"NC","cary",2020-06-24,2
"NC","cary",2020-06-25,1
"NC","cary",2020-07-01,1
"NC","cary",2020-07-02,1
"NC","cary",2020-07-03,1
"NC","cary",2020-07-04,1
"NC","cary",2020-07-11,2
"NC","cary",2020-07-13,2
"NC","cary",2020-07-14,6
"NC","cary",2020-07-15,3
"NC","cary",2020-07-16,4
"NC","cary",2020-07-18,2
"NC","cary",2020-07-22,4
"NC","cary",2020-07-23,1
"NC","cary",2020-07-25,2
"NC","cary",2020-07-29,1
"NC","cary",2020-07-30,1
"NC","cary",2020-07-31,2
"NC","cary",2020-08-01,4
"NC","cary",2020-08-02,1
"NC","cary",2020-08-03,2
"NC","cary",2020-08-04,2
"NC","cary",2020-08-07,1
"NC","cary",2020-08-11,1
"NC","cary",2020-08-12,2
"NC","cary",2020-08-13,3
"NC","cary",2020-08-14,3
"NC","cary",2020-08-15,1
"NC","cary",2020-08-16,1
"NC","charlotte",2020-06-24,1
"NC","charlotte",2020-06-27,3
"NC","charlotte",2020-06-28,2
"NC","charlotte",2020-07-07,3
"NC","charlotte",2020-07-08,2
"NC","charlotte",2020-07-13,1
"NC","charlotte",2020-07-14,10
"NC","charlotte",2020-07-15,4
"NC","charlotte",2020-07-16,5
"NC","charlotte",2020-07-18,1
"NC","charlotte",2020-07-20,5
"NC","charlotte",2020-07-21,7
"NC","charlotte",2020-07-23,1
"NC","charlotte",2020-07-24,2
"NC","charlotte",2020-07-25,2
"NC","charlotte",2020-07-29,2
"NC","charlotte",2020-07-30,3
"NC","charlotte",2020-07-31,1
"NC","charlotte",2020-08-01,3
"NC","charlotte",2020-08-02,2
"NC","charlotte",2020-08-03,3
"NC","charlotte",2020-08-04,5
"NC","charlotte",2020-08-05,7
"NC","charlotte",2020-08-07,1
"NC","charlotte",2020-08-12,2
"NC","charlotte",2020-08-14,2
"NC","charlotte",2020-08-15,2
"NC","charlotte",2020-08-17,1
"NC","concord",2020-06-26,1
"NC","concord",2020-06-27,3
"NC","concord",2020-06-28,1
"NC","concord",2020-07-01,2
"NC","concord",2020-07-02,1
"NC","concord",2020-07-07,4
"NC","concord",2020-07-08,4
"NC","concord",2020-07-13,2
"NC","concord",2020-07-14,12
"NC","concord",2020-07-15,5
"NC","concord",2020-07-16,5
"NC","concord",2020-07-20,1
"NC","concord",2020-07-21,4
"NC","concord",2020-07-24,1
"NC","concord",2020-07-25,2
"NC","concord",2020-07-29,3
"NC","concord",2020-07-30,3
"NC","concord",2020-07-31,5
"NC","concord",2020-08-01,1
"NC","concord",2020-08-04,5
"NC","concord",2020-08-05,7
"NC","concord",2020-08-12,2
"NC","concord",2020-08-14,2
"NC","concord",2020-08-15,2
"NC","concord",2020-08-16,1
"NC","concord",2020-08-17,1
"NC","durham",2020-06-23,1
"NC","durham",2020-06-24,2
"NC","durham",2020-06-25,1
"NC","durham",2020-07-01,1
"NC","durham",2020-07-02,1
"NC","durham",2020-07-03,1
"NC","durham",2020-07-04,1
"NC","durham",2020-07-09,1
"NC","durham",2020-07-10,2
"NC","durham",2020-07-11,2
"NC","durham",2020-07-13,2
"NC","durham",2020-07-14,7
"NC","durham",2020-07-15,4
"NC","durham",2020-07-16,4
"NC","durham",2020-07-17,1
"NC","durham",2020-07-18,1
"NC","durham",2020-07-22,3
"NC","durham",2020-07-25,1
"NC","durham",2020-07-29,1
"NC","durham",2020-07-30,1
"NC","durham",2020-07-31,3
"NC","durham",2020-08-01,2
"NC","durham",2020-08-04,1
"NC","durham",2020-08-11,1
"NC","durham",2020-08-12,3
"NC","durham",2020-08-13,4
"NC","durham",2020-08-14,2
"NC","durham",2020-08-15,2
"NC","durham",2020-08-16,1
"NC","fayetteville",2020-06-23,1
"NC","fayetteville",2020-06-24,1
"NC","fayetteville",2020-06-25,1
"NC","fayetteville",2020-07-10,3
"NC","fayetteville",2020-07-13,3
"NC","fayetteville",2020-07-24,4
"NC","fayetteville",2020-07-28,3
"NC","fayetteville",2020-08-04,2
"NC","fayetteville",2020-08-14,1
"NC","greensboro",2020-06-23,1
"NC","greensboro",2020-06-24,1
"NC","greensboro",2020-07-02,1
"NC","greensboro",2020-07-03,1
"NC","greensboro",2020-07-13,1
"NC","greensboro",2020-07-14,3
"NC","greensboro",2020-07-15,1
"NC","greensboro",2020-07-16,2
"NC","greensboro",2020-07-18,4
"NC","greensboro",2020-07-23,1
"NC","greensboro",2020-07-24,7
"NC","greensboro",2020-08-03,2
"NC","greensboro",2020-08-04,2
"NC","greensboro",2020-08-07,1
"NC","greensboro",2020-08-11,1
"NC","greensboro",2020-08-12,1
"NC","greensboro",2020-08-15,3
"NC","greensboro",2020-08-16,1
"NC","high+point",2020-06-23,1
"NC","high+point",2020-06-24,1
"NC","high+point",2020-07-02,1
"NC","high+point",2020-07-03,1
"NC","high+point",2020-07-07,1
"NC","high+point",2020-07-13,1
"NC","high+point",2020-07-14,3
"NC","high+point",2020-07-15,1
"NC","high+point",2020-07-16,2
"NC","high+point",2020-07-18,4
"NC","high+point",2020-07-22,3
"NC","high+point",2020-07-23,1
"NC","high+point",2020-07-24,7
"NC","high+point",2020-08-03,1
"NC","high+point",2020-08-04,2
"NC","high+point",2020-08-07,2
"NC","high+point",2020-08-12,1
"NC","high+point",2020-08-13,2
"NC","high+point",2020-08-15,3
"NC","high+point",2020-08-16,1
"NC","raleigh",2020-06-23,1
"NC","raleigh",2020-06-24,2
"NC","raleigh",2020-06-25,1
"NC","raleigh",2020-06-30,1
"NC","raleigh",2020-07-01,1
"NC","raleigh",2020-07-02,1
"NC","raleigh",2020-07-03,1
"NC","raleigh",2020-07-04,1
"NC","raleigh",2020-07-09,1
"NC","raleigh",2020-07-11,3
"NC","raleigh",2020-07-13,2
"NC","raleigh",2020-07-14,6
"NC","raleigh",2020-07-15,4
"NC","raleigh",2020-07-18,2
"NC","raleigh",2020-07-22,3
"NC","raleigh",2020-07-23,1
"NC","raleigh",2020-07-25,2
"NC","raleigh",2020-07-30,1
"NC","raleigh",2020-07-31,2
"NC","raleigh",2020-08-01,4
"NC","raleigh",2020-08-02,1
"NC","raleigh",2020-08-03,3
"NC","raleigh",2020-08-04,2
"NC","raleigh",2020-08-07,1
"NC","raleigh",2020-08-08,1
"NC","raleigh",2020-08-11,1
"NC","raleigh",2020-08-12,2
"NC","raleigh",2020-08-13,2
"NC","raleigh",2020-08-14,3
"NC","raleigh",2020-08-15,1
"NC","raleigh",2020-08-16,1
"NC","wilmington",2020-06-24,1
"NC","wilmington",2020-07-13,2
"NC","wilmington",2020-07-14,4
"NC","wilmington",2020-07-24,2
"NC","wilmington",2020-07-25,2
"NC","wilmington",2020-07-28,1
"NC","wilmington",2020-08-05,1
"NC","wilmington",2020-08-11,1
"NC","wilmington",2020-08-12,1
"NC","winston-salem",2020-06-23,1
"NC","winston-salem",2020-06-24,1
"NC","winston-salem",2020-07-02,1
"NC","winston-salem",2020-07-03,1
"NC","winston-salem",2020-07-07,1
"NC","winston-salem",2020-07-13,1
"NC","winston-salem",2020-07-14,3
"NC","winston-salem",2020-07-15,1
"NC","winston-salem",2020-07-16,2
"NC","winston-salem",2020-07-22,3
"NC","winston-salem",2020-07-23,1
"NC","winston-salem",2020-07-24,7
"NC","winston-salem",2020-08-03,1
"NC","winston-salem",2020-08-04,2
"NC","winston-salem",2020-08-07,1
"NC","winston-salem",2020-08-13,3
"NC","winston-salem",2020-08-15,3
"NC","winston-salem",2020-08-16,1
"ND","fargo",2020-07-16,3
"ND","wahpeton",2020-07-16,3
"ND","west+fargo",2020-07-16,3
"ND","williston",2020-07-13,4
"NE","bellevue",2020-07-03,5
"NE","bellevue",2020-07-04,4
"NE","bellevue",2020-07-13,1
"NE","bellevue",2020-07-18,1
"NE","bellevue",2020-07-28,1
"NE","bellevue",2020-07-29,5
"NE","bellevue",2020-08-04,3
"NE","bellevue",2020-08-06,2
"NE","bellevue",2020-08-07,3
"NE","bellevue",2020-08-10,2
"NE","bellevue",2020-08-13,1
"NE","bellevue",2020-08-14,1
"NE","bellevue",2020-08-17,1
"NE","fremont",2020-07-03,4
"NE","fremont",2020-07-04,2
"NE","fremont",2020-07-29,3
"NE","fremont",2020-08-04,2
"NE","fremont",2020-08-07,1
"NE","fremont",2020-08-13,1
"NE","fremont",2020-08-17,1
"NE","grand+island",2020-07-10,2
"NE","hastings",2020-07-10,2
"NE","kearney",2020-07-10,2
"NE","lincoln",2020-06-27,4
"NE","lincoln",2020-07-01,3
"NE","lincoln",2020-07-03,2
"NE","lincoln",2020-07-23,3
"NE","lincoln",2020-08-04,2
"NE","omaha",2020-07-03,5
"NE","omaha",2020-07-04,4
"NE","omaha",2020-07-13,1
"NE","omaha",2020-07-18,1
"NE","omaha",2020-07-28,1
"NE","omaha",2020-07-29,5
"NE","omaha",2020-08-04,3
"NE","omaha",2020-08-06,2
"NE","omaha",2020-08-07,3
"NE","omaha",2020-08-10,2
"NE","omaha",2020-08-13,1
"NE","omaha",2020-08-14,1
"NE","omaha",2020-08-17,1
"NH","concord",2020-06-22,1
"NH","concord",2020-06-30,1
"NH","concord",2020-07-14,9
"NH","concord",2020-07-15,3
"NH","concord",2020-07-16,2
"NH","concord",2020-07-17,2
"NH","concord",2020-07-18,7
"NH","concord",2020-07-19,2
"NH","concord",2020-07-23,4
"NH","concord",2020-08-05,1
"NH","concord",2020-08-06,1
"NH","concord",2020-08-08,2
"NH","concord",2020-08-12,1
"NH","derry",2020-06-22,1
"NH","derry",2020-06-23,1
"NH","derry",2020-06-26,1
"NH","derry",2020-06-30,1
"NH","derry",2020-07-01,1
"NH","derry",2020-07-06,1
"NH","derry",2020-07-07,3
"NH","derry",2020-07-08,2
"NH","derry",2020-07-09,5
"NH","derry",2020-07-10,2
"NH","derry",2020-07-14,8
"NH","derry",2020-07-16,1
"NH","derry",2020-07-17,3
"NH","derry",2020-07-18,9
"NH","derry",2020-07-19,3
"NH","derry",2020-07-23,3
"NH","derry",2020-07-25,4
"NH","derry",2020-07-29,2
"NH","derry",2020-08-03,3
"NH","derry",2020-08-04,1
"NH","derry",2020-08-06,2
"NH","derry",2020-08-07,2
"NH","derry",2020-08-08,2
"NH","derry",2020-08-10,1
"NH","derry",2020-08-12,1
"NH","derry",2020-08-17,1
"NH","dover",2020-06-27,1
"NH","dover",2020-07-07,1
"NH","dover",2020-07-08,2
"NH","dover",2020-07-10,1
"NH","dover",2020-07-11,1
"NH","dover",2020-07-12,3
"NH","dover",2020-07-20,3
"NH","dover",2020-07-23,1
"NH","dover",2020-07-25,4
"NH","dover",2020-07-26,1
"NH","dover",2020-07-27,1
"NH","dover",2020-08-12,1
"NH","keene",2020-06-22,1
"NH","keene",2020-06-30,1
"NH","keene",2020-07-07,1
"NH","keene",2020-07-08,2
"NH","keene",2020-07-09,3
"NH","keene",2020-07-10,2
"NH","keene",2020-07-14,7
"NH","keene",2020-07-15,1
"NH","keene",2020-07-16,2
"NH","keene",2020-07-17,2
"NH","keene",2020-07-18,4
"NH","keene",2020-07-24,2
"NH","keene",2020-07-27,1
"NH","laconia",2020-06-22,1
"NH","laconia",2020-06-24,1
"NH","laconia",2020-06-25,1
"NH","laconia",2020-07-14,1
"NH","laconia",2020-07-15,3
"NH","laconia",2020-07-16,1
"NH","laconia",2020-07-29,3
"NH","laconia",2020-08-02,2
"NH","laconia",2020-08-03,2
"NH","laconia",2020-08-05,1
"NH","laconia",2020-08-06,1
"NH","lebanon",2020-06-24,1
"NH","lebanon",2020-08-03,2
"NH","manchester",2020-06-22,1
"NH","manchester",2020-06-26,1
"NH","manchester",2020-06-30,1
"NH","manchester",2020-07-07,1
"NH","manchester",2020-07-08,2
"NH","manchester",2020-07-09,1
"NH","manchester",2020-07-10,2
"NH","manchester",2020-07-14,9
"NH","manchester",2020-07-15,3
"NH","manchester",2020-07-16,2
"NH","manchester",2020-07-17,2
"NH","manchester",2020-07-18,7
"NH","manchester",2020-07-19,2
"NH","manchester",2020-07-23,4
"NH","manchester",2020-07-25,4
"NH","manchester",2020-08-06,1
"NH","manchester",2020-08-08,2
"NH","manchester",2020-08-12,1
"NH","nashua",2020-06-23,1
"NH","nashua",2020-06-26,1
"NH","nashua",2020-06-30,1
"NH","nashua",2020-07-01,1
"NH","nashua",2020-07-07,1
"NH","nashua",2020-07-08,5
"NH","nashua",2020-07-09,8
"NH","nashua",2020-07-10,4
"NH","nashua",2020-07-14,9
"NH","nashua",2020-07-16,1
"NH","nashua",2020-07-17,3
"NH","nashua",2020-07-18,9
"NH","nashua",2020-07-19,4
"NH","nashua",2020-07-23,3
"NH","nashua",2020-07-25,4
"NH","nashua",2020-07-26,3
"NH","nashua",2020-07-29,2
"NH","nashua",2020-08-03,3
"NH","nashua",2020-08-04,1
"NH","nashua",2020-08-07,2
"NH","nashua",2020-08-08,2
"NH","nashua",2020-08-10,1
"NH","nashua",2020-08-12,1
"NH","nashua",2020-08-13,2
"NH","nashua",2020-08-17,1
"NH","portsmouth",2020-06-27,1
"NH","portsmouth",2020-07-06,1
"NH","portsmouth",2020-07-07,3
"NH","portsmouth",2020-07-08,2
"NH","portsmouth",2020-07-10,1
"NH","portsmouth",2020-07-11,1
"NH","portsmouth",2020-07-12,3
"NH","portsmouth",2020-07-20,4
"NH","portsmouth",2020-07-25,4
"NH","portsmouth",2020-07-26,2
"NH","portsmouth",2020-07-27,2
"NH","portsmouth",2020-08-06,2
"NH","portsmouth",2020-08-12,1
"NH","rochester",2020-06-27,1
"NH","rochester",2020-07-07,1
"NH","rochester",2020-07-08,2
"NH","rochester",2020-07-10,1
"NH","rochester",2020-07-11,1
"NH","rochester",2020-07-12,3
"NH","rochester",2020-07-20,4
"NH","rochester",2020-07-23,1
"NH","rochester",2020-07-25,4
"NH","rochester",2020-07-26,1
"NH","rochester",2020-07-27,2
"NH","rochester",2020-08-12,1
"NJ","camden",2020-06-22,1
"NJ","camden",2020-06-24,2
"NJ","camden",2020-06-26,1
"NJ","camden",2020-06-27,1
"NJ","camden",2020-06-29,1
"NJ","camden",2020-06-30,2
"NJ","camden",2020-07-01,5
"NJ","camden",2020-07-02,2
"NJ","camden",2020-07-07,1
"NJ","camden",2020-07-10,6
"NJ","camden",2020-07-11,1
"NJ","camden",2020-07-13,3
"NJ","camden",2020-07-14,1
"NJ","camden",2020-07-15,5
"NJ","camden",2020-07-16,7
"NJ","camden",2020-07-17,5
"NJ","camden",2020-07-18,6
"NJ","camden",2020-07-19,1
"NJ","camden",2020-07-20,1
"NJ","camden",2020-07-22,6
"NJ","camden",2020-07-23,2
"NJ","camden",2020-07-24,6
"NJ","camden",2020-07-25,3
"NJ","camden",2020-07-27,4
"NJ","camden",2020-07-28,4
"NJ","camden",2020-07-29,2
"NJ","camden",2020-07-31,1
"NJ","camden",2020-08-01,1
"NJ","camden",2020-08-02,1
"NJ","camden",2020-08-03,1
"NJ","camden",2020-08-04,2
"NJ","camden",2020-08-07,3
"NJ","camden",2020-08-08,1
"NJ","camden",2020-08-11,2
"NJ","camden",2020-08-13,1
"NJ","camden",2020-08-14,1
"NJ","camden",2020-08-15,1
"NJ","camden",2020-08-16,1
"NJ","camden",2020-08-17,1
"NJ","clifton",2020-06-22,1
"NJ","clifton",2020-06-23,1
"NJ","clifton",2020-06-24,1
"NJ","clifton",2020-06-25,1
"NJ","clifton",2020-06-26,2
"NJ","clifton",2020-06-27,1
"NJ","clifton",2020-06-29,1
"NJ","clifton",2020-06-30,1
"NJ","clifton",2020-07-01,3
"NJ","clifton",2020-07-02,4
"NJ","clifton",2020-07-03,5
"NJ","clifton",2020-07-06,4
"NJ","clifton",2020-07-07,3
"NJ","clifton",2020-07-09,5
"NJ","clifton",2020-07-10,3
"NJ","clifton",2020-07-11,4
"NJ","clifton",2020-07-12,2
"NJ","clifton",2020-07-13,8
"NJ","clifton",2020-07-14,16
"NJ","clifton",2020-07-15,5
"NJ","clifton",2020-07-16,1
"NJ","clifton",2020-07-17,6
"NJ","clifton",2020-07-18,4
"NJ","clifton",2020-07-19,2
"NJ","clifton",2020-07-20,11
"NJ","clifton",2020-07-21,10
"NJ","clifton",2020-07-22,2
"NJ","clifton",2020-07-23,8
"NJ","clifton",2020-07-24,8
"NJ","clifton",2020-07-25,2
"NJ","clifton",2020-07-26,3
"NJ","clifton",2020-07-28,5
"NJ","clifton",2020-07-29,5
"NJ","clifton",2020-07-30,3
"NJ","clifton",2020-07-31,1
"NJ","clifton",2020-08-01,1
"NJ","clifton",2020-08-02,3
"NJ","clifton",2020-08-03,1
"NJ","clifton",2020-08-04,4
"NJ","clifton",2020-08-05,2
"NJ","clifton",2020-08-06,7
"NJ","clifton",2020-08-07,2
"NJ","clifton",2020-08-08,1
"NJ","clifton",2020-08-11,2
"NJ","clifton",2020-08-12,1
"NJ","clifton",2020-08-13,4
"NJ","clifton",2020-08-14,3
"NJ","clifton",2020-08-15,2
"NJ","elizabeth",2020-06-22,1
"NJ","elizabeth",2020-06-25,1
"NJ","elizabeth",2020-06-26,1
"NJ","elizabeth",2020-06-27,1
"NJ","elizabeth",2020-06-29,1
"NJ","elizabeth",2020-06-30,2
"NJ","elizabeth",2020-07-01,4
"NJ","elizabeth",2020-07-02,3
"NJ","elizabeth",2020-07-03,5
"NJ","elizabeth",2020-07-04,2
"NJ","elizabeth",2020-07-06,4
"NJ","elizabeth",2020-07-07,4
"NJ","elizabeth",2020-07-09,4
"NJ","elizabeth",2020-07-10,7
"NJ","elizabeth",2020-07-11,3
"NJ","elizabeth",2020-07-13,7
"NJ","elizabeth",2020-07-14,20
"NJ","elizabeth",2020-07-15,5
"NJ","elizabeth",2020-07-16,6
"NJ","elizabeth",2020-07-17,8
"NJ","elizabeth",2020-07-18,6
"NJ","elizabeth",2020-07-19,2
"NJ","elizabeth",2020-07-20,8
"NJ","elizabeth",2020-07-21,12
"NJ","elizabeth",2020-07-22,6
"NJ","elizabeth",2020-07-23,8
"NJ","elizabeth",2020-07-24,7
"NJ","elizabeth",2020-07-25,1
"NJ","elizabeth",2020-07-26,1
"NJ","elizabeth",2020-07-27,2
"NJ","elizabeth",2020-07-28,3
"NJ","elizabeth",2020-07-29,6
"NJ","elizabeth",2020-07-30,2
"NJ","elizabeth",2020-07-31,1
"NJ","elizabeth",2020-08-02,5
"NJ","elizabeth",2020-08-03,1
"NJ","elizabeth",2020-08-04,4
"NJ","elizabeth",2020-08-05,1
"NJ","elizabeth",2020-08-06,9
"NJ","elizabeth",2020-08-07,1
"NJ","elizabeth",2020-08-08,2
"NJ","elizabeth",2020-08-11,2
"NJ","elizabeth",2020-08-12,4
"NJ","elizabeth",2020-08-13,3
"NJ","elizabeth",2020-08-14,3
"NJ","elizabeth",2020-08-15,2
"NJ","jersey+city",2020-06-22,1
"NJ","jersey+city",2020-06-23,2
"NJ","jersey+city",2020-06-26,1
"NJ","jersey+city",2020-06-29,3
"NJ","jersey+city",2020-06-30,1
"NJ","jersey+city",2020-07-01,7
"NJ","jersey+city",2020-07-02,5
"NJ","jersey+city",2020-07-03,6
"NJ","jersey+city",2020-07-04,1
"NJ","jersey+city",2020-07-06,2
"NJ","jersey+city",2020-07-07,4
"NJ","jersey+city",2020-07-09,4
"NJ","jersey+city",2020-07-10,5
"NJ","jersey+city",2020-07-11,5
"NJ","jersey+city",2020-07-12,2
"NJ","jersey+city",2020-07-13,9
"NJ","jersey+city",2020-07-14,16
"NJ","jersey+city",2020-07-15,3
"NJ","jersey+city",2020-07-16,9
